Gene	ID	logFC	AveExpr	t	P.Value	adj.P.Val	B	contrast	abs_fc
GPD2	P43304	1.17358328063468	27.8776674843884	21.2015142167154	1.29963033266164e-12	3.183461147339e-09	19.0897930462199	RMND5A_control-RMND5A_knockout	1.17358328063468
PCID2	Q5JVF3	1.2242290799519	27.2228800490176	20.8801266634305	1.62350301482952e-12	3.183461147339e-09	18.8868312764088	RMND5A_control-RMND5A_knockout	1.2242290799519
KCTD12	Q96CX2	7.75476521037874	27.2255958991532	20.723742267418	1.81125463549101e-12	3.183461147339e-09	18.786702196285	RMND5A_control-RMND5A_knockout	7.75476521037874
RDX	P35241	1.04644297560932	29.4883320770302	17.7123908233623	1.75752126922598e-11	2.11376399948184e-08	16.6654094422277	RMND5A_control-RMND5A_knockout	1.04644297560932
BCAT1	P54687	-1.67297537129301	28.2204337256979	-17.2028648275918	2.67308384184156e-11	2.34910608021036e-08	16.2660384659047	RMND5A_control-RMND5A_knockout	1.67297537129301
RPN2	P04844	0.723689517279567	29.4574023937311	17.082009871404	2.9575211403235e-11	2.36279052556027e-08	16.169399153708	RMND5A_control-RMND5A_knockout	0.723689517279567
TPP2	P29144	0.820846267564367	28.1806901712914	15.9301168374465	8.02062669978714e-11	4.69901782918196e-08	15.2093797758295	RMND5A_control-RMND5A_knockout	0.820846267564367
HADHA	P40939	0.707487839387792	29.1635702155231	15.6395717421791	1.04216007962316e-10	5.3873545763108e-08	14.955529289986	RMND5A_control-RMND5A_knockout	0.707487839387792
CAD	P27708	0.6988008926361	29.1360415277614	15.4873399804618	1.19750096259978e-10	5.53875708385624e-08	14.8205419728061	RMND5A_control-RMND5A_knockout	0.6988008926361
PLA2G4A	P47712	2.59621675345906	27.8806246833659	15.4287953299683	1.263636909786e-10	5.55242058159969e-08	14.7682602496486	RMND5A_control-RMND5A_knockout	2.59621675345906
DARS1	P14868	0.735453040926345	29.7507135546054	15.2061061312091	1.5529264042661e-10	6.49799820633601e-08	14.5674942879858	RMND5A_control-RMND5A_knockout	0.735453040926345
EPHX1	P07099	1.86244001802685	29.2323329362759	15.1563524855425	1.62671780313373e-10	6.49799820633601e-08	14.522223095558	RMND5A_control-RMND5A_knockout	1.86244001802685
GSR	P00390	1.71544253561813	29.0245986618982	15.007333951304	1.87089807757956e-10	6.85411951592984e-08	14.3857087715118	RMND5A_control-RMND5A_knockout	1.71544253561813
LGALS3BP	Q08380	1.22179497491954	26.8979678398259	15.0067898617818	1.87185785596627e-10	6.85411951592984e-08	14.3852077886263	RMND5A_control-RMND5A_knockout	1.22179497491954
HPCAL1	P37235	1.38884832742888	28.3526738727324	14.6679287770728	2.58461896261539e-10	8.73601209364001e-08	14.069531999348	RMND5A_control-RMND5A_knockout	1.38884832742888
CAPG	P40121	1.25239878121368	28.7645589635143	14.5221019956305	2.97560147148107e-10	9.68503175236135e-08	13.9313949501385	RMND5A_control-RMND5A_knockout	1.25239878121368
LRPPRC	P42704	0.585661178397363	29.1745888744809	13.9401433646327	5.28674303961546e-10	1.49870638168196e-07	13.3659000085589	RMND5A_control-RMND5A_knockout	0.585661178397363
ROCK2	O75116	1.23288922712588	27.9837845313562	13.8827645692708	5.60127119440045e-10	1.53824910176222e-07	13.3088783892768	RMND5A_control-RMND5A_knockout	1.23288922712588
AKR1C3	P42330	3.00638759980061	30.5465694664145	13.8519070962888	5.77858161303549e-10	1.53885379440472e-07	13.2781168108846	RMND5A_control-RMND5A_knockout	3.00638759980061
AKR1C2	P52895	3.96226703463834	31.1210839606283	13.7505917867693	6.40388882471693e-10	1.65521691151801e-07	13.1766401015455	RMND5A_control-RMND5A_knockout	3.96226703463834
DDOST	P39656	0.76938619035149	30.2277963582054	13.6395331018017	7.17272734907812e-10	1.75094244288052e-07	13.0645584224232	RMND5A_control-RMND5A_knockout	0.76938619035149
HAT1	O14929	0.737559152107078	29.2485733094308	13.5758890871425	7.65698977755604e-10	1.81863854500439e-07	12.9999253982802	RMND5A_control-RMND5A_knockout	0.737559152107078
RAB31	Q13636	1.58069719303057	27.5590702370272	13.4913146788332	8.35487976462213e-10	1.93217587819735e-07	12.9135784468495	RMND5A_control-RMND5A_knockout	1.58069719303057
SLC7A11	Q9UPY5	7.76254280694612	25.2355940484814	13.3593549205966	9.58197976151935e-10	2.1051609536058e-07	12.7777979261161	RMND5A_control-RMND5A_knockout	7.76254280694612
CUL4A	Q13619	1.06203579664772	27.8541043964184	13.3056514789064	1.01349112079031e-09	2.17233169987933e-07	12.7221678143986	RMND5A_control-RMND5A_knockout	1.06203579664772
UGDH	O60701	1.36109931922978	30.4388177693473	13.2397703388853	1.0859864315261e-09	2.27229732386938e-07	12.6536267325196	RMND5A_control-RMND5A_knockout	1.36109931922978
HADHB	P55084	0.640666013114913	28.5832315333827	12.9087867243013	1.54352615291951e-09	3.03975768995811e-07	12.304257284533	RMND5A_control-RMND5A_knockout	0.640666013114913
NOSIP	Q9Y314	-0.753156306878129	28.2039913230613	-12.9009667576087	1.55654410614605e-09	3.03975768995811e-07	12.2959001372235	RMND5A_control-RMND5A_knockout	0.753156306878129
SERPINB5	P36952	0.668501576827008	29.8382623635039	12.879410038043	1.59303651984846e-09	3.0433923774844e-07	12.2728377223502	RMND5A_control-RMND5A_knockout	0.668501576827008
RPE	Q96AT9	0.690981269492045	27.4982590491555	12.7876402355001	1.75885676536375e-09	3.28868792638652e-07	12.174247422057	RMND5A_control-RMND5A_knockout	0.690981269492045
PIR	O00625	1.75226182810133	28.7650308503864	12.7343794489655	1.86341109161139e-09	3.34197074960834e-07	12.1167214147482	RMND5A_control-RMND5A_knockout	1.75226182810133
DTYMK	P23919	0.796564918985219	28.4508070392239	12.694744549728	1.9454870863213e-09	3.41938810291832e-07	12.0737652669144	RMND5A_control-RMND5A_knockout	0.796564918985219
HSPD1	P10809	0.765768771946249	33.6141426291432	12.5613568232007	2.25107635189753e-09	3.80431903470682e-07	11.9282697693525	RMND5A_control-RMND5A_knockout	0.765768771946249
HTATIP2	Q9BUP3	1.14139373193795	28.1348134309096	12.5209512339025	2.35339548230684e-09	3.90219613179481e-07	11.8839112120062	RMND5A_control-RMND5A_knockout	1.14139373193795
ASPH	Q12797	0.964970862421573	29.907883067478	12.3278978848001	2.91510866263646e-09	4.74406943097208e-07	11.6701151923661	RMND5A_control-RMND5A_knockout	0.964970862421573
PDLIM1	O00151	-1.71445911312523	28.7282866840146	-12.308206672056	2.97991948768568e-09	4.76136953777851e-07	11.6481341495785	RMND5A_control-RMND5A_knockout	1.71445911312523
GALNT2	Q10471	1.3597097675039	29.3330078607992	12.236630146125	3.22867781139589e-09	5.06671796545484e-07	11.5679598763807	RMND5A_control-RMND5A_knockout	1.3597097675039
MFF	Q9GZY8	1.42782653484212	27.753863243403	12.1525491807764	3.54931295591956e-09	5.37782107872778e-07	11.4732259652786	RMND5A_control-RMND5A_knockout	1.42782653484212
ALDH3A2	P51648	1.70441251223387	27.696598238635	11.8856967017286	4.81085055228496e-09	6.9307794513902e-07	11.168543442512	RMND5A_control-RMND5A_knockout	1.70441251223387
ACP1	P24666	0.623419068655881	29.610261457778	11.7683269745599	5.50916536611059e-09	7.68484845037776e-07	11.0325652908253	RMND5A_control-RMND5A_knockout	0.623419068655881
IARS2	Q9NSE4	0.73985624305983	27.6622282477657	11.7354070742487	5.72376945930928e-09	7.74419945263255e-07	10.9942066577805	RMND5A_control-RMND5A_knockout	0.73985624305983
KYNU	Q16719	3.18999760043434	28.240176691682	11.7347776190562	5.72795817502408e-09	7.74419945263255e-07	10.9934722677438	RMND5A_control-RMND5A_knockout	3.18999760043434
TSNAX	Q99598	0.74085399337287	27.1138114613724	11.6780920508783	6.11882286906024e-09	8.14730535959112e-07	10.9271914071927	RMND5A_control-RMND5A_knockout	0.74085399337287
AGPS	O00116	0.728378965663541	28.8456468347939	11.6278241487042	6.4891108928459e-09	8.51138903378057e-07	10.8681729978222	RMND5A_control-RMND5A_knockout	0.728378965663541
SEC16A	O15027	-0.674575493932615	27.8933774481882	-11.5499466877052	7.11042192791878e-09	9.1891746915515e-07	10.7762873868411	RMND5A_control-RMND5A_knockout	0.674575493932615
NANS	Q9NR45	-0.733463699302231	28.6731963094125	-11.4663449548792	7.84813708284238e-09	9.85277552628841e-07	10.6770323612325	RMND5A_control-RMND5A_knockout	0.733463699302231
ACLY	P53396	0.631317469835302	31.1859892918245	11.3469988182434	9.04496907777843e-09	1.10398872577107e-06	10.5342244351296	RMND5A_control-RMND5A_knockout	0.631317469835302
DIS3	Q9Y2L1	0.586456187881137	26.9318546640915	11.1264660040128	1.17948492568731e-08	1.38204180359201e-06	10.2668301957825	RMND5A_control-RMND5A_knockout	0.586456187881137
CYB5R1	Q9UHQ9	0.873696522380914	26.9554194538225	11.0109514990968	1.35771385969366e-08	1.54955706480362e-06	10.1249222672562	RMND5A_control-RMND5A_knockout	0.873696522380914
BAIAP2	Q9UQB8	-1.55870545028823	26.08818894042	-10.8385089420942	1.67878899390568e-08	1.79917044859062e-06	9.91067080525426	RMND5A_control-RMND5A_knockout	1.55870545028823
PREPL	Q4J6C6	0.772326101289202	27.1570117380398	10.7264367411946	1.92988638153226e-08	1.99527547304771e-06	9.76985710316404	RMND5A_control-RMND5A_knockout	0.772326101289202
NHERF1	O14745	1.16863776325636	28.6179174707652	10.5426736636608	2.43148398393798e-08	2.37420902787189e-06	9.5362445711705	RMND5A_control-RMND5A_knockout	1.16863776325636
MAN2A1	Q16706	-1.20860483666324	26.3282011260579	-10.526870410723	2.48064082778106e-08	2.39559028511429e-06	9.51599460724209	RMND5A_control-RMND5A_knockout	1.20860483666324
PDIA6	Q15084	0.731996592884389	30.1995298731126	10.4754338448514	2.64805214897523e-08	2.4744935652826e-06	9.44990802802827	RMND5A_control-RMND5A_knockout	0.731996592884389
FLNC	Q14315	-2.18594229135214	29.1996437632141	-10.4674838178475	2.67497597521447e-08	2.4744935652826e-06	9.43966949344235	RMND5A_control-RMND5A_knockout	2.18594229135214
ALDH3A1	P30838	2.13386512062426	27.5652669861916	10.3339817594918	3.17310160714809e-08	2.81668857814317e-06	9.26676233172327	RMND5A_control-RMND5A_knockout	2.13386512062426
CNN1	P51911	-2.53255098167577	28.7835142340857	-10.3038975741805	3.29836266719747e-08	2.89860111193313e-06	9.22754266646267	RMND5A_control-RMND5A_knockout	2.53255098167577
TCOF1	Q13428	-0.617688907384693	29.0660319722169	-10.2896710168607	3.35940948370623e-08	2.92301886562479e-06	9.20896305284458	RMND5A_control-RMND5A_knockout	0.617688907384693
MYH10	P35580	1.17633908609148	28.9770889445467	10.2455450075204	3.55647793422604e-08	3.06414981235083e-06	9.15120024062609	RMND5A_control-RMND5A_knockout	1.17633908609148
OGDH	Q02218	0.75531677641202	28.1080153803497	10.1991027435413	3.77715824908205e-08	3.19169872047433e-06	9.09018384461096	RMND5A_control-RMND5A_knockout	0.75531677641202
TJP1	Q07157	-0.992558748009472	28.3770035830069	-10.1514588752312	4.01866091843112e-08	3.36342782392121e-06	9.02735151140121	RMND5A_control-RMND5A_knockout	0.992558748009472
DIP2B	Q9P265	-1.16805801800241	26.9024803024702	-10.081834924661	4.40137786415212e-08	3.64899138397819e-06	8.93509731970808	RMND5A_control-RMND5A_knockout	1.16805801800241
SH3GLB2	Q9NR46	-0.807775921566815	26.9282707860471	-9.94349580644329	5.28086944224831e-08	4.25764042738332e-06	8.75024710162057	RMND5A_control-RMND5A_knockout	0.807775921566815
MTX2	O75431	0.938794449543423	27.02257955177	9.93651861715641	5.32988305400633e-08	4.25809202532797e-06	8.74086919811443	RMND5A_control-RMND5A_knockout	0.938794449543423
ACADVL	P49748	0.946496514891223	28.6478520356427	9.83260085350257	6.11966937007426e-08	4.78578656870397e-06	8.60056567693738	RMND5A_control-RMND5A_knockout	0.946496514891223
LUZP1	Q86V48	-0.797829230951386	27.4285563063596	-9.8284381454801	6.15377653918467e-08	4.78578656870397e-06	8.59492075354801	RMND5A_control-RMND5A_knockout	0.797829230951386
SLC25A11	Q02978	0.788111787716989	28.7105960984546	9.77479173910576	6.6117649048168e-08	5.00146030261758e-06	8.52200133171823	RMND5A_control-RMND5A_knockout	0.788111787716989
LMO7	Q8WWI1	1.13661270626622	27.5016997680026	9.76435530589804	6.7049754087227e-08	5.00146030261758e-06	8.50777850725756	RMND5A_control-RMND5A_knockout	1.13661270626622
PMVK	Q15126	1.0172110866373	27.3582932261468	9.76316865364922	6.71566130756571e-08	5.00146030261758e-06	8.50616056675996	RMND5A_control-RMND5A_knockout	1.0172110866373
DARS2	Q6PI48	0.835556601087784	26.445832885179	9.67461627902618	7.56616190985038e-08	5.35379525074802e-06	8.38498168742011	RMND5A_control-RMND5A_knockout	0.835556601087784
SAMM50	Q9Y512	0.657208680728708	26.8618710126739	9.6579624100071	7.73845677543186e-08	5.38346555629797e-06	8.36209395529547	RMND5A_control-RMND5A_knockout	0.657208680728708
EZR	P15311	-0.624084420595331	31.5258522229719	-9.5636506314186	8.79565802091333e-08	5.76837631998406e-06	8.23189081011134	RMND5A_control-RMND5A_knockout	0.624084420595331
ABCC1	P33527	0.697309247195882	27.6041845046885	9.53553527311384	9.13956798881643e-08	5.94952025820139e-06	8.19288129108921	RMND5A_control-RMND5A_knockout	0.697309247195882
EPB41L1	Q9H4G0	1.25210457281329	26.3418136895501	9.5281540799243	9.23219015740014e-08	5.96562405170827e-06	8.18262515068889	RMND5A_control-RMND5A_knockout	1.25210457281329
PC	P11498	1.74224665590891	27.6167249907701	9.50863157469968	9.48197847196543e-08	6.08230852639651e-06	8.15546882277443	RMND5A_control-RMND5A_knockout	1.74224665590891
TKT	P29401	0.674975166946588	33.5524427783244	9.40795231926391	1.08885420810959e-07	6.74940790895918e-06	8.01472975752929	RMND5A_control-RMND5A_knockout	0.674975166946588
AGL	P35573	0.723733202620789	26.5982050946461	9.38735536527033	1.12025470660118e-07	6.83666552889667e-06	7.98579393701911	RMND5A_control-RMND5A_knockout	0.723733202620789
IGF2BP1	Q9NZI8	0.795990742922939	28.5127760140676	9.3806804622469	1.13063478670997e-07	6.85242655559118e-06	7.97640613902179	RMND5A_control-RMND5A_knockout	0.795990742922939
PYCR2	Q96C36	0.889388057011761	27.8915469983313	9.3567272676928	1.16872837096188e-07	6.93971954325201e-06	7.94267520945855	RMND5A_control-RMND5A_knockout	0.889388057011761
SEPTIN10	Q9P0V9	0.692732663473688	27.1767096472982	9.28074268515318	1.29880283339503e-07	7.6603216777688e-06	7.8352332424732	RMND5A_control-RMND5A_knockout	0.692732663473688
SMARCC1	Q92922	-0.625696809839262	27.8934815281884	-9.26539540827857	1.32688342896117e-07	7.70467788717153e-06	7.81345063738287	RMND5A_control-RMND5A_knockout	0.625696809839262
CLU	P10909	2.45348801972822	27.1657957595198	9.25902174540508	1.3387329254914e-07	7.70467788717153e-06	7.80439632185266	RMND5A_control-RMND5A_knockout	2.45348801972822
CPS1	P31327	3.92949985942121	27.8522520462806	9.19146485897527	1.47142515700139e-07	8.34250598692144e-06	7.70813355612301	RMND5A_control-RMND5A_knockout	3.92949985942121
GCLM	P48507	1.05278101618132	29.7683465717852	9.17271554619094	1.510663573638e-07	8.46804993727118e-06	7.68132229131089	RMND5A_control-RMND5A_knockout	1.05278101618132
ALDH2	P05091	0.783046140928302	27.1444502545135	9.14152797899114	1.5783991687649e-07	8.72388169503518e-06	7.63663259635124	RMND5A_control-RMND5A_knockout	0.783046140928302
RAB10	P61026	0.743396600242619	29.3443483271961	9.10784110633637	1.65517826729095e-07	8.9788312425635e-06	7.58823225352273	RMND5A_control-RMND5A_knockout	0.743396600242619
ECPAS	Q5VYK3	-0.742381734254298	27.1347180789564	-8.98956779161046	1.95749972969186e-07	1.01789985943977e-05	7.41723055985048	RMND5A_control-RMND5A_knockout	0.742381734254298
ECH1	Q13011	0.795532590405529	27.5499186720525	8.91453664066626	2.17908289928019e-07	1.1069237294147e-05	7.30787924288257	RMND5A_control-RMND5A_knockout	0.795532590405529
TOP2B	Q02880	-0.687596771634006	27.2314483972653	-8.8949709650979	2.24111201443788e-07	1.11902797630001e-05	7.27925220217019	RMND5A_control-RMND5A_knockout	0.687596771634006
ETFA	P13804	0.607531175531363	28.90136729273	8.84503629846311	2.40801590627558e-07	1.1888563923792e-05	7.20598092534026	RMND5A_control-RMND5A_knockout	0.607531175531363
TJP2	Q9UDY2	-1.02145618990187	27.3140908601632	-8.79335367422682	2.59463986231028e-07	1.24117550997704e-05	7.12982487286166	RMND5A_control-RMND5A_knockout	1.02145618990187
OGA	O60502	-0.944132448509183	27.3236122120131	-8.70485643449751	2.9505009300045e-07	1.35880747041987e-05	6.99866099188156	RMND5A_control-RMND5A_knockout	0.944132448509183
MACF1	Q9UPN3	-1.12008570120652	26.7253161464574	-8.67536943345919	3.08021894025422e-07	1.3881520024079e-05	6.95474324811049	RMND5A_control-RMND5A_knockout	1.12008570120652
TUBGCP3	Q96CW5	0.983196245535229	25.9902690509434	8.66276073998413	3.13750952144921e-07	1.40675682012733e-05	6.93593110779202	RMND5A_control-RMND5A_knockout	0.983196245535229
ETFB	P38117	0.656705212650593	28.8638011068961	8.57072657775207	3.59127156376639e-07	1.58593439710447e-05	6.79801809124132	RMND5A_control-RMND5A_knockout	0.656705212650593
EIF2D	P41214	0.825204929428285	25.6674978936352	8.49078151208819	4.04162616269655e-07	1.7583074612761e-05	6.67736165219794	RMND5A_control-RMND5A_knockout	0.825204929428285
PGD	P52209	0.729853697701969	30.8932659527607	8.45210592959564	4.2805099515409e-07	1.83498153434836e-05	6.61870242297516	RMND5A_control-RMND5A_knockout	0.729853697701969
PPME1	Q9Y570	-1.11945794578366	29.9322280165438	-8.37898322229372	4.77374172679228e-07	1.99950769859613e-05	6.50728039660158	RMND5A_control-RMND5A_knockout	1.11945794578366
MSI2	Q96DH6	1.33641273563261	27.0552338961669	8.37283043891169	4.81789012461211e-07	2.00661698649721e-05	6.49787403806251	RMND5A_control-RMND5A_knockout	1.33641273563261
PACSIN2	Q9UNF0	-0.642360738426532	28.7150567050564	-8.34872545358076	4.99503914262009e-07	2.0512338310909e-05	6.46097599038545	RMND5A_control-RMND5A_knockout	0.642360738426532
RBM26	Q5T8P6	0.972699730383372	26.6631577186309	8.29798083576119	5.39077362673322e-07	2.19324556147947e-05	6.38305780135856	RMND5A_control-RMND5A_knockout	0.972699730383372
FBLIM1	Q8WUP2	-1.641590399557	27.1936503446083	-8.29719351418924	5.39716761419689e-07	2.19324556147947e-05	6.38184627847023	RMND5A_control-RMND5A_knockout	1.641590399557
PPT1	P50897	1.15901791830494	27.835744576529	8.29491348638268	5.4157292539946e-07	2.19324556147947e-05	6.37833734583966	RMND5A_control-RMND5A_knockout	1.15901791830494
ATAD1	Q8NBU5	0.601992622298248	27.236770221592	8.28789059360145	5.47332612559556e-07	2.20640321062999e-05	6.36752502327044	RMND5A_control-RMND5A_knockout	0.601992622298248
SPR	P35270	0.775491820824062	27.224897939918	8.26860347040509	5.6348493384712e-07	2.22541004736078e-05	6.33779838741295	RMND5A_control-RMND5A_knockout	0.775491820824062
FKBP15	Q5T1M5	-0.833261440095228	25.7449412038357	-8.26716542127548	5.64709194994826e-07	2.22541004736078e-05	6.33558005611773	RMND5A_control-RMND5A_knockout	0.833261440095228
TSN	Q15631	0.706534855083689	28.8678285386708	8.06440477146038	7.68809656200868e-07	2.81512469112218e-05	6.02013021078879	RMND5A_control-RMND5A_knockout	0.706534855083689
PPP1R7	Q15435	0.651881726959701	26.2441527360962	7.98508607332791	8.68630177873008e-07	3.07803306578548e-05	5.89527343212042	RMND5A_control-RMND5A_knockout	0.651881726959701
ME1	P48163	0.775517374452591	28.3152988457208	7.95580349234295	9.08851906971592e-07	3.18206795158022e-05	5.84897082589947	RMND5A_control-RMND5A_knockout	0.775517374452591
EML4	Q9HC35	0.722363116769944	26.4187332821289	7.9006895434521	9.89963053548592e-07	3.39835754475978e-05	5.76151665511209	RMND5A_control-RMND5A_knockout	0.722363116769944
IQGAP2	Q13576	5.34682112405651	24.2852493100911	7.87965582827882	1.0228957354276e-06	3.48418903989834e-05	5.72803491603037	RMND5A_control-RMND5A_knockout	5.34682112405651
TOR1AIP1	Q5JTV8	0.705982920965226	27.9088877353961	7.87613722915603	1.02851641838718e-06	3.4898078319639e-05	5.72242825322674	RMND5A_control-RMND5A_knockout	0.705982920965226
COPS7B	Q9H9Q2	0.677426158504453	27.1318869586274	7.85308199471095	1.06615848544524e-06	3.58980872417348e-05	5.6856506606946	RMND5A_control-RMND5A_knockout	0.677426158504453
CLIC4	Q9Y696	-0.824672573771398	30.230608401952	-7.82701857519966	1.11046330069926e-06	3.69469721451327e-05	5.64398958982693	RMND5A_control-RMND5A_knockout	0.824672573771398
AKAP13	Q12802	-0.607048795193521	26.3855862153185	-7.82491250515313	1.11412694793584e-06	3.69469721451327e-05	5.64061920611098	RMND5A_control-RMND5A_knockout	0.607048795193521
PSAT1	Q9Y617	-0.739222367917964	30.0817873068138	-7.75894649294658	1.2355581873553e-06	4.02151309276976e-05	5.53475397139479	RMND5A_control-RMND5A_knockout	0.739222367917964
HMOX1	P09601	2.63084456767401	27.92058573404	7.71726806004517	1.31939154194204e-06	4.19888980315752e-05	5.46756748726066	RMND5A_control-RMND5A_knockout	2.63084456767401
DYNLT3	P51808	0.914079158599829	27.7184429974125	7.71529729505734	1.32350076863295e-06	4.19888980315752e-05	5.46438482593232	RMND5A_control-RMND5A_knockout	0.914079158599829
NNMT	P40261	-0.747496893239902	29.0840836624142	-7.70454649265443	1.34615532672636e-06	4.21537995349981e-05	5.44701380763846	RMND5A_control-RMND5A_knockout	0.747496893239902
ETHE1	O95571	-1.02782550911628	26.9126348396619	-7.70373327017972	1.34788548808995e-06	4.21537995349981e-05	5.44569918315523	RMND5A_control-RMND5A_knockout	1.02782550911628
DNAJA3	Q96EY1	0.671390663951762	27.2416935451392	7.69553109101677	1.36546719635258e-06	4.25522188707321e-05	5.43243490223292	RMND5A_control-RMND5A_knockout	0.671390663951762
IGF2BP2	Q9Y6M1	-6.06450471218646	24.3812330007663	-7.68471306169144	1.38902556948671e-06	4.31334159174884e-05	5.41492657783927	RMND5A_control-RMND5A_knockout	6.06450471218646
PDLIM7	Q9NR12	-0.610504732594602	30.2327752910515	-7.58010092902866	1.64016074137393e-06	4.9193626604758e-05	5.24480732976231	RMND5A_control-RMND5A_knockout	0.610504732594602
NADK2	Q4G0N4	-0.724971069436741	26.7494327420253	-7.50915666959504	1.83731225048182e-06	5.34645697259411e-05	5.12859896103962	RMND5A_control-RMND5A_knockout	0.724971069436741
EIF4A2	Q14240	-0.895779470971487	28.4550930191792	-7.48524031751665	1.90926200176529e-06	5.49287857363852e-05	5.08926989802362	RMND5A_control-RMND5A_knockout	0.895779470971487
ITPR3	Q14573	1.03931912404375	26.602824035447	7.48414349948695	1.91263182013358e-06	5.49287857363852e-05	5.08746438423628	RMND5A_control-RMND5A_knockout	1.03931912404375
DBN1	Q16643	-0.610756290276626	30.0042596580196	-7.45835470297548	1.99369121644689e-06	5.68849299030366e-05	5.04496542406448	RMND5A_control-RMND5A_knockout	0.610756290276626
LRRC8A	Q8IWT6	-0.772687573433203	25.6350291145764	-7.41669419333668	2.13235012031749e-06	6.02034790062014e-05	4.9761195931902	RMND5A_control-RMND5A_knockout	0.772687573433203
UAP1	Q16222	-1.00320514143348	28.5542822974606	-7.31881707382075	2.49948955539501e-06	6.80046879653603e-05	4.81344292137736	RMND5A_control-RMND5A_knockout	1.00320514143348
MAGED2	Q9UNF1	-0.666065118197857	29.0139351481529	-7.27463607379184	2.68641882515764e-06	7.19763677911137e-05	4.73958305291556	RMND5A_control-RMND5A_knockout	0.666065118197857
ERC1	Q8IUD2	-0.655188444279045	26.8034304809731	-7.2496326385376	2.79865750630586e-06	7.40801270042648e-05	4.69766490707683	RMND5A_control-RMND5A_knockout	0.655188444279045
SH3KBP1	Q96B97	-0.816524507579427	26.3550047685716	-7.20440305392169	3.01437257654666e-06	7.90755409035584e-05	4.62161976631923	RMND5A_control-RMND5A_knockout	0.816524507579427
CCDC50	Q8IVM0	-0.873872581719692	27.4607610262504	-7.19642674640707	3.0541897488919e-06	7.96445682886112e-05	4.60817993972536	RMND5A_control-RMND5A_knockout	0.873872581719692
TPP1	O14773	0.790314721912058	27.3306414810325	7.15070297437225	3.29334124192809e-06	8.50594905715964e-05	4.53096797094508	RMND5A_control-RMND5A_knockout	0.790314721912058
PCYOX1	Q9UHG3	0.794662910961829	27.4891556112756	7.08108637391862	3.69588843283554e-06	9.41433841964021e-05	4.41285609855365	RMND5A_control-RMND5A_knockout	0.794662910961829
DNAJC3	Q13217	0.696639846236852	27.1125050634852	7.0507949983591	3.88685614009185e-06	9.75934050260776e-05	4.3612548351467	RMND5A_control-RMND5A_knockout	0.696639846236852
HSPE1	P61604	0.637676507468839	33.5835324338544	7.02112731640859	4.08394101932124e-06	0.000100762467023155	4.31059316290126	RMND5A_control-RMND5A_knockout	0.637676507468839
NQO1	P15559	0.913091690192367	31.4965442906712	6.9867566737859	4.32543670477653e-06	0.000104088177892449	4.25174837322807	RMND5A_control-RMND5A_knockout	0.913091690192367
ALPL	P05186	4.57218551477887	24.6135008735121	6.98631540162725	4.32863275073567e-06	0.000104088177892449	4.25099182386112	RMND5A_control-RMND5A_knockout	4.57218551477887
GALNT7	Q86SF2	0.765321695057235	27.1905660689127	6.98380287523198	4.3468777067056e-06	0.000104088177892449	4.2466836507562	RMND5A_control-RMND5A_knockout	0.765321695057235
PAWR	Q96IZ0	-0.856562098575651	29.4521758811807	-6.93822350206021	4.6922290495335e-06	0.000110644943817521	4.16837799235878	RMND5A_control-RMND5A_knockout	0.856562098575651
TNS4	Q8IZW8	4.90211460401236	23.4535196055307	6.93695853212045	4.70221405082191e-06	0.000110644943817521	4.16620066282547	RMND5A_control-RMND5A_knockout	4.90211460401236
ACO1	P21399	-0.703868469837218	28.7114689673669	-6.91040103267716	4.91706660227071e-06	0.000113713635001987	4.12043737925353	RMND5A_control-RMND5A_knockout	0.703868469837218
FASN	P49327	0.637207493745695	30.4670525272834	6.89339863982007	5.0599975820776e-06	0.000115499373379995	4.09108791867827	RMND5A_control-RMND5A_knockout	0.637207493745695
OCRL	Q01968	-0.635014833886281	25.5054194583731	-6.8430262769593	5.50957676355648e-06	0.000123503007142713	4.00390005793097	RMND5A_control-RMND5A_knockout	0.635014833886281
PRKRA	O75569	0.668145310227899	26.9679367224345	6.83968985479935	5.5407951815543e-06	0.00012358504582614	3.99811272696356	RMND5A_control-RMND5A_knockout	0.668145310227899
MCAT	Q8IVS2	0.607294220605723	27.1895417671	6.81430661741063	5.78445394633409e-06	0.000128044789119355	3.95403259231726	RMND5A_control-RMND5A_knockout	0.607294220605723
ACADM	P11310	0.809932111155156	28.1757671944579	6.81015337914402	5.82537806040032e-06	0.000128626689434166	3.94681163179927	RMND5A_control-RMND5A_knockout	0.809932111155156
B4GALT1	P15291	1.05912398419542	27.2271233092287	6.79931675932044	5.93359118288976e-06	0.000130231751667546	3.92795944566537	RMND5A_control-RMND5A_knockout	1.05912398419542
LANCL1	O43813	0.975498845048623	28.2721030461397	6.79036404003496	6.0245792843673e-06	0.000131374696652655	3.91237233701389	RMND5A_control-RMND5A_knockout	0.975498845048623
PRKCI	P41743	-0.812958297016504	26.5366296940887	-6.76964705549106	6.24077685884061e-06	0.000134421438812479	3.87626042298763	RMND5A_control-RMND5A_knockout	0.812958297016504
CUX1	P39880	5.00448366521492	23.0848631376672	6.76073535796063	6.33626168582189e-06	0.000135812360231714	3.8607080557482	RMND5A_control-RMND5A_knockout	5.00448366521492
